cell_label,class
335646294383803286690563287848759175647,32 OEC
338373442671205193643247939417854049240,32 OEC
338435423979806838981515346567502071147,33 Vascular
338616273770970714686702071654966235095,05 OB-IMN GABA
3402615886507889263560677270328723543,32 OEC
38312307160942616011235570702061629247,32 OEC
40223554024918976775442022311529664630,32 OEC
40910787847548673674895997615128576035,32 OEC
44562579958665589531381982057786604996,30 Astro-Epen
45373243427644123369963795693862136053,32 OEC
50453421661058181837475131114108670951,32 OEC
56388008793477529758890256626790443519,33 Vascular
58333095477651815910498012006553305566,32 OEC
58653635659254560641717968732573101132,32 OEC
59506546509542129554900791548374199367,32 OEC
59937987418080226531288796558088364807,32 OEC
61717649682960293568218699827150302269,32 OEC
64742776451012500935890085189722885712,05 OB-IMN GABA
6852318829544513712903405119739946137,05 OB-IMN GABA
7462150493330831255418438822831957382,34 Immune
75845363480161779537428646309289408457,32 OEC
80543096879778794513547086985149679495,05 OB-IMN GABA
835004062315357450452314917252071746,05 OB-IMN GABA
86276660424991820202120988068853407891,31 OPC-Oligo
86994401255107016488896305328747674766,05 OB-IMN GABA
89879347718447907859383335524120499887,05 OB-IMN GABA
96335540600013549760493498251822336770,32 OEC
96589806771898099280804100310731873197,32 OEC
98508095698573465786019448564742438308,32 OEC
98679837715277096855916500048808108548,32 OEC
99247732532982204912070139957540428670,32 OEC
108946318544892279935375472519135025251,32 OEC
125794351331739795137054979414605670086,33 Vascular
128364432787300649592165783262687656858,32 OEC
140473441463974491890765652821656989652,32 OEC
144868800348069383369218148883132690656,32 OEC
146606184475686229943257345684529049944,32 OEC
169110479046865615942520582554339948658,32 OEC
179974006578410550694545544806816253643,32 OEC
180117174904569097780686372663523671681,32 OEC
187938364942077692548585597715707932690,33 Vascular
196470024923635305317530849856060731341,32 OEC
20500914412117174085972534395007555294,32 OEC
2069394826576100983238078394776834787,32 OEC
20883760614852278304059054581668611415,32 OEC
220024629488462363885745542322764322763,32 OEC
221939970784312009801802240407555620488,05 OB-IMN GABA
224081092973897249430971237951146140124,32 OEC
234412664233637258606247646504071985092,32 OEC
239473836987928101572572659628444247291,02 NP-CT-L6b Glut
245106137027371278725608381937921294889,33 Vascular
248449295642484093245593880729851034373,32 OEC
249729810235998141407111296487449530691,32 OEC
257852565186272385198152695739168143881,32 OEC
262372448617403071193650930812659367236,32 OEC
29027963985433699505897693704193552186,33 Vascular
291275848762351893313171311323433731542,32 OEC
296978686172771201062383145569226159189,33 Vascular
312695029561555128750756440811403237652,33 Vascular
316455959826253020722711846668076291926,33 Vascular
321557773608357911883004408808497295378,32 OEC
325880608566005962969006542679051193958,33 Vascular
327459287060234203761542934854592593999,33 Vascular
329605401085338034363829519628344764554,32 OEC
38910578349028899947389579907544135894,33 Vascular
41745731709364289602821240858289028935,32 OEC
46914752284302975718506649864258268923,33 Vascular
48040149011568880288710399072377295581,33 Vascular
53998890287860592872723897069329439292,32 OEC
67395254214959595026209093976643113455,32 OEC
70176304718065456438125500187548849962,32 OEC
7986781813142137302143191496950657007,32 OEC
80928355981552764076571156982257400145,34 Immune
192761512746195576620711955732059655952,34 Immune
207443094713132012806204725066733758895,32 OEC
207579879629013692479452204972734259508,32 OEC
298439655917653321379553276089611693494,05 OB-IMN GABA
301181084279643137864647871652032925576,32 OEC
305163044796893357089270305369628958489,03 OB-CR Glut
338460470353653856470077086970931812472,32 OEC
120022671943421246238958902971089378857,32 OEC
172651505484978955088806443858729682775,32 OEC
298595473590912339223066169359709116828,32 OEC
334409870998202735425481702376066594282,32 OEC
111073701110803405142476714797554711149,32 OEC
117914296184956295202882036833701693837,32 OEC
131722796118689621051946906179387731495,32 OEC
144690034924128126283016824638874458919,33 Vascular
148302034355746148992630459225760751691,33 Vascular
152760448923063626717543165748418698156,32 OEC
166977969681717858179829092406891883272,32 OEC
179152663013906421149837221712455776957,33 Vascular
183432276300606923420148322285624554491,11 CNU-HYa GABA
191012184588694496421609854856676990051,32 OEC
195348680040942563906196145061362813975,32 OEC
198239296587468245694035249099804215317,32 OEC
211882662749658685408806859654017035297,32 OEC
238318547300680107873427418042671572600,32 OEC
238636248103926614917636608048625937682,33 Vascular
239663640493869116802207492676836892521,05 OB-IMN GABA
263486078598265265135026602995838717846,32 OEC
271364186049658501140090307580094025411,32 OEC
274474766677554955134464223894119229215,32 OEC
282553927405115665632240924770773410959,32 OEC
294251471665403457378713304338966520361,32 OEC
296836594134060115316730274717870380808,33 Vascular
297355721138414851526727890460009780053,32 OEC
311899241717377622736517039539241025206,32 OEC
312047985673682714968059623080707343663,32 OEC
315403469540392753250607573845696729069,32 OEC
317884987575784796732127230205836541301,32 OEC
322796156157267471474159836137984737473,33 Vascular
39677670769875876270291866748590944451,32 OEC
42384121354768533487013208703754521118,32 OEC
44707356549265792904760145531198233342,32 OEC
47493839058529456589180286910383420329,32 OEC
55740180366453561552226038072124477989,33 Vascular
6046159552619696910055437080891899195,32 OEC
61238350775427511577122201901838011323,32 OEC
67435914318449174773889948377708838004,32 OEC
68202766410681157562924974804891753689,32 OEC
69286634326994903777171365623206524312,32 OEC
71496395276466869825541380625867954085,32 OEC
90063471499978427746688529556277606648,32 OEC
92868346946263453814677265081137771239,33 Vascular
11971024666843831703614927542083774042,32 OEC
119918754413952473176278898000775374945,32 OEC
120294992670031041258859032577947878030,34 Immune
132213796460192408297166946515707052911,32 OEC
136050644793888718271593846431794864015,32 OEC
145831987171429424880717547693372051975,32 OEC
149278760609215061924954016196928188004,33 Vascular
149950807560065688133413957183860304047,32 OEC
158124326295632726562978283995885216745,32 OEC
160559460034635662620917022021740958999,32 OEC
166288002649510105986288252598108495809,32 OEC
166393368859610277149739905017234741648,32 OEC
167075690848862429883428075467824650988,32 OEC
168679702719174411612923773523934037851,34 Immune
169956074097849934349293522734334838398,32 OEC
171676365026065832323198937342737088739,32 OEC
172999260976261758651902989294703513359,02 NP-CT-L6b Glut
175767934754586294310655456191455487188,32 OEC
180015240875439996369527089626368172710,32 OEC
181219263937584897591656110285921647838,33 Vascular
187674927836788876545124494029240369113,32 OEC
201329827970140266914371524059521313873,32 OEC
203986006757116056317055640237482375690,32 OEC
209798671790812992661503861779992206568,32 OEC
21087920966389949529303737233161265723,32 OEC
218809694801978089581674202911806448650,32 OEC
221371662063933419693337421858556579271,32 OEC
231110975380393152982065557832299704461,32 OEC
232413124199270293926734721348754067643,33 Vascular
239242856245980761659956293383814944093,32 OEC
246667305957299690935676122730897505424,32 OEC
252031873279727773212986096809852218097,32 OEC
26552872975823308061318988554993079280,32 OEC
266632972944904885888118422452203204317,32 OEC
267908569464655738161665341697201764304,33 Vascular
270198141338177606560027816321891513177,32 OEC
296980194982956181513327623794002098504,32 OEC
30227568811912168981692520938698942533,32 OEC
313037957984298877053702915930391383760,32 OEC
321219808108894382147809828775861853894,32 OEC
322578232729189765935370542721601257648,33 Vascular
330629454602421297243837294663079372416,32 OEC
338494911585741099684916169349033479925,32 OEC
39527585710957663277309188683694545774,32 OEC
43234083385095883123134453486599127327,32 OEC
45338564240835679954795455167014358088,33 Vascular
51448437075539058181401332520751166834,32 OEC
52651749640387361060108738833507000051,32 OEC
55452037905919590737496256972832019836,32 OEC
60771799736736061510258771494197289642,32 OEC
611296260880234010750999668967470945,32 OEC
77544167708681985684749527412714289525,32 OEC
84894232585084345867528291444628362442,34 Immune
96540462789503476318268475606488253080,32 OEC
98371940492940256831287538575297636811,32 OEC
99366324703974019946516035177555883966,32 OEC
100192466737685208916237200888339894176,32 OEC
10778874190056928015506701168694988914,33 Vascular
109490063766996558065715942011999852975,32 OEC
110606051331071407300310445008559115530,32 OEC
122670816350813993526628999791192631487,32 OEC
1291174634436699856452956385735298941,33 Vascular
136583147425124853121931629926019087641,32 OEC
14052886604630279317432417798616518238,32 OEC
140752769771736536025579037109426994415,32 OEC
144317334092421648244744728080797078329,32 OEC
146374702784486926616555934950023880492,33 Vascular
147097149372951574205071690576419810543,32 OEC
160082780007706529580397973744770263593,32 OEC
169374028960788485680354754732795260631,05 OB-IMN GABA
172823259985205304079618785517900327913,32 OEC
175598012455370207618988015229736736161,32 OEC
184256102895866187512392296943399018738,05 OB-IMN GABA
186661760901202238742208019720612344235,32 OEC
187295587991401888181369746855850532937,05 OB-IMN GABA
188297503613661308137836584284597338507,32 OEC
199414859641925838060484451870290757252,32 OEC
200174393617940967486683855733604072756,05 OB-IMN GABA
207591447072378234043095332895656084001,32 OEC
208126421304542840313653502606975095010,05 OB-IMN GABA
214930090592248991719127864901274995365,32 OEC
21842220468682791520068185357812134723,32 OEC
218804139853572298333740813921631805311,32 OEC
219300185252797234402407098466108115299,32 OEC
230266104386748800547076481516781245065,32 OEC
245860912016551722956767951215327124149,05 OB-IMN GABA
248628377061636094942831034375849689872,32 OEC
248688895476386519296040207001450921382,31 OPC-Oligo
250777331369491124910033043574810787243,32 OEC
257863174527783565860186523662040872738,32 OEC
258705052156862210170061096734410468971,32 OEC
259510632319578283016885720295237032992,30 Astro-Epen
264070899251730478468358928093205976442,05 OB-IMN GABA
268228625318105764404104191503571101606,32 OEC
284007468061461612267649690483821832841,32 OEC
288952893950788512936869529050288535308,32 OEC
29404357411541777553366114307967075634,05 OB-IMN GABA
297859862584608693547042907621637082594,32 OEC
298023589564431154652313751963718132074,32 OEC
302162183987939275476437124881843701242,03 OB-CR Glut
303100996958881838908707490242149408877,32 OEC
305092834758551528610988102875187091490,32 OEC
306762327495110890356804469987360431915,32 OEC
313490311396672911434270433562529917210,33 Vascular
314648668945296595316929931374716099275,32 OEC
317726173544324964139674071751616556255,32 OEC
323863376445323230801994940706087570448,32 OEC
33224494153180470645194056212346506557,32 OEC
332571666826865788332228154587850945720,33 Vascular
338255138239960125123988731141313335765,05 OB-IMN GABA
339338950681285363780943978057351471868,05 OB-IMN GABA
33986579513249967058620113363636684234,32 OEC
34673527916128054505560577172207256039,05 OB-IMN GABA
34692229451264623909741824025220096298,32 OEC
37524712968572454657705995601410222546,33 Vascular
39532612398406492608787466558608516634,05 OB-IMN GABA
46151948409529397882909674125688689693,32 OEC
4764959943188479087617680088929505043,32 OEC
4924212801021344720620430892062347244,30 Astro-Epen
50914570248977363663857871218425991211,05 OB-IMN GABA
60299560075803548701899541586434991487,32 OEC
60414008844161165488900250651066820333,33 Vascular
62340969839675080833588874346483036833,33 Vascular
64675254971053529021475376676053877889,32 OEC
68820228958771573537450577368392301642,32 OEC
74127592195530915114801342244196705927,32 OEC
7414325088323013808234635089688355472,32 OEC
75951095253453849526781077843260825019,33 Vascular
84805770131612236692510344607165716509,32 OEC
8637136935811889087958902179430868730,32 OEC
87272044961071217906582658593793456622,32 OEC
90082930331524665484497152190731739151,32 OEC
93179678903261537503232792535022713988,32 OEC
97423645296208035729537879377498198526,32 OEC
98042467124508849813760478154566940221,32 OEC
101848859180907661271017768512673189995,33 Vascular
103182099373750473724743807917054473969,32 OEC
107911872997471821509987874039117567364,33 Vascular
109941128977676997916641033748415477981,32 OEC
117992867219907647073860787955072400741,33 Vascular
122659017416076054500661210212114596056,05 OB-IMN GABA
122667298016873563668699144769173997360,30 Astro-Epen
125116317501476305049129633184001379147,05 OB-IMN GABA
125294814240769192742987440619777948634,30 Astro-Epen
127658752794726366359845250556144035330,32 OEC
139329553992984756333829182307995501832,05 OB-IMN GABA
140648095888579621831959056317573225288,03 OB-CR Glut
143195308195797374674251056275146770862,32 OEC
145652937111342970505184430441796646109,09 CNU-LGE GABA
153728454747945906123678607037746810239,32 OEC
155996965644871359415099688039507710800,32 OEC
156642182004538805682063551437368191738,05 OB-IMN GABA
15684528250603246254799510674992683816,33 Vascular
160060861039032916865331979384435886093,32 OEC
162415750562191468697274171454626859843,33 Vascular
166018187864997558720074828028485277949,05 OB-IMN GABA
168227980012172445134254344250809828098,05 OB-IMN GABA
168735394799594199929216131359683504821,30 Astro-Epen
172771842972945117692289702814308605513,32 OEC
174428668841332061426798357997718890223,03 OB-CR Glut
180097320739689308463646962603476923339,30 Astro-Epen
182556824203563779653758051600769909851,32 OEC
182629228391992690831368065608528153382,05 OB-IMN GABA
183042491285761309634978682089370855771,32 OEC
183266654450292844268110238022627801397,32 OEC
183735922969667303400923917962594654549,03 OB-CR Glut
185729010871255734939749441477793768916,32 OEC
187639715177402323831936804611908326185,05 OB-IMN GABA
189897594201999555798588238637835475124,32 OEC
189981509321686388040795209137173612714,05 OB-IMN GABA
197976291288703384008694643847888646850,05 OB-IMN GABA
200565742119878044391081108938964616523,03 OB-CR Glut
202447484423257046355455945574564779918,05 OB-IMN GABA
209333520059684442855064392991995641995,32 OEC
211479080680336986172424373631118776535,34 Immune
215281107833692611585860433627709358414,33 Vascular
219468021918355088085721504534555513360,12 HY GABA
221999346282085602725061339848099660553,03 OB-CR Glut
228745795107456536922965653492986890351,32 OEC
236304348278497185788498400710726401486,32 OEC
242573598083650917562777939557531473966,05 OB-IMN GABA
247950391967465338389440474206394076416,03 OB-CR Glut
252008689903093957530641399605253561375,32 OEC
253622257102675127609236274293023711956,05 OB-IMN GABA
254516224954189032070168957753922522495,03 OB-CR Glut
258302190783199894374458153540194626015,05 OB-IMN GABA
261551569633519220522234806972956046049,32 OEC
261815244825673215159326291390364241352,32 OEC
268249578838498968777373898019568538403,33 Vascular
272868373040264799600699440954112084864,05 OB-IMN GABA
277254237214496016448421051040926796151,05 OB-IMN GABA
279062953938453438596539202762609383982,30 Astro-Epen
283928898143656886402171456450939184205,05 OB-IMN GABA
284125723036225975926052450277838751095,05 OB-IMN GABA
286178142097430857116857918159560639112,32 OEC
287919486090180287685444297122587941219,32 OEC
289029500824262544145689336496003406323,03 OB-CR Glut
294110914746495317269415431942544718892,05 OB-IMN GABA
307438538946535701634213846631686787132,33 Vascular
309873183150512264487988118697090573186,32 OEC
311779957186886228894541183976002416971,33 Vascular
312066938556219015099157391034775625369,33 Vascular
314218096896928923531470013949345388345,05 OB-IMN GABA
31654655286888392910952123753196766661,30 Astro-Epen
317323544900269744054863039965594305564,05 OB-IMN GABA
317539065284855129403586149555053644572,33 Vascular
32177472887261349048717979482235086330,05 OB-IMN GABA
322359540338314362141899805333520196345,33 Vascular
323613489695043877223230032591370172763,05 OB-IMN GABA
329413716175398433110868520806067552278,30 Astro-Epen
330907843821786850682018658475806007286,31 OPC-Oligo
331733161099474192597190041200417500841,05 OB-IMN GABA
35679728339573786444448081031064474405,03 OB-CR Glut
46897037750817007700959998833887847336,34 Immune
50411762013499859773737625338027080452,05 OB-IMN GABA
5183679720493217996915012814038094714,05 OB-IMN GABA
55145083810222944442647577016191799895,33 Vascular
56605399158890046284591595830064873904,05 OB-IMN GABA
57234420265333826998989629796671305053,03 OB-CR Glut
58123877870446445133641086407200109225,03 OB-CR Glut
60154650689854563320279956335684347005,05 OB-IMN GABA
61680249887001008870682283976696934008,33 Vascular
64981198343976478944020551981166690985,33 Vascular
65205166571573360898863280825417127479,03 OB-CR Glut
70168984952796360354042196009651058807,05 OB-IMN GABA
7059336466637654640071518855352979601,33 Vascular
70876744959027718225713024085272907134,32 OEC
7137920418545599278255083037566610382,05 OB-IMN GABA
72539386465480860411805382005575246141,05 OB-IMN GABA
72638470641642865197153246586380266671,05 OB-IMN GABA
72989529070996953428727602236423080130,03 OB-CR Glut
77188863605211896786239969625128582591,05 OB-IMN GABA
78322066538415193809989575545737216336,05 OB-IMN GABA
8165839033525784964064083025342390132,05 OB-IMN GABA
83080426477315121941154822728405050800,33 Vascular
8660558248179459544180821717564803257,05 OB-IMN GABA
102414111140529760301396445526988513491,33 Vascular
104653925401506792364959733447705513756,05 OB-IMN GABA
106145248703667645093006511548975088416,30 Astro-Epen
106850268580418713479847686656543127262,31 OPC-Oligo
107883912958519050404106105636751919205,05 OB-IMN GABA
10885954327814994838837964814203795116,05 OB-IMN GABA
11088813914055890073653683632852382783,33 Vascular
111698149922814119667992246593318519407,05 OB-IMN GABA
11238626728891469925769104525974360097,33 Vascular
119189653835880864260962161982433054626,33 Vascular
121934989709638951349174763958731395368,03 OB-CR Glut
128164628345180214940598991344325259467,33 Vascular
13376006365204741291782299755300264700,33 Vascular
136200114233363851646242939391288830365,33 Vascular
137373227368530361929415494285889963104,32 OEC
139013966277239965716123380042582255417,05 OB-IMN GABA
14111891962087005978462357914476471330,03 OB-CR Glut
141322846500827817589085738648996688710,03 OB-CR Glut
143893403649363183579621238412998653788,30 Astro-Epen
146294126393839590941530274781110014842,05 OB-IMN GABA
148441658160384874183014302336281162132,05 OB-IMN GABA
163698172503132425384298987231630913353,31 OPC-Oligo
163792066657494055707491580191636740476,05 OB-IMN GABA
167196296049024324748817465305552898435,05 OB-IMN GABA
175918558946840327910717647469377288423,03 OB-CR Glut
180706662631669015535642831572838957836,05 OB-IMN GABA
181515679449840718782644346506396191502,05 OB-IMN GABA
181998900875519845510516170811202150338,31 OPC-Oligo
190310093992268940044372666214797725543,33 Vascular
192897790995135715808924136972250704881,03 OB-CR Glut
195364653087234361149975834753067867786,32 OEC
20138127956880071937522025305142431003,32 OEC
202953225920095114782700333357608193271,33 Vascular
204970116888445766388976761644240867127,05 OB-IMN GABA
211923422753916990176961804579982710103,33 Vascular
215128389944228214915172595515348822360,30 Astro-Epen
227245484802119933766701335629357851743,33 Vascular
236105409375861242000156515437131076057,05 OB-IMN GABA
236149819002839341773839750504507701138,05 OB-IMN GABA
236370105937223129075848803771280574539,05 OB-IMN GABA
242368965074912268449794319651989342413,05 OB-IMN GABA
243481376302814421902515908072158211504,03 OB-CR Glut
249450679397823126274995934530388504207,03 OB-CR Glut
251397355874721060102379491957066141974,05 OB-IMN GABA
252814306094068552581257321010151674830,33 Vascular
254563580674806186018726529537022924034,05 OB-IMN GABA
272538409485840348078169576911231283115,30 Astro-Epen
275572384282055828878095880212731488530,05 OB-IMN GABA
277682024651177888968235148535024171492,05 OB-IMN GABA
283891854628526061845047034079346642958,33 Vascular
285944573876194804946020411875455513904,33 Vascular
291357058263154470312529965325691034821,05 OB-IMN GABA
294113923269180953975829940741483078419,31 OPC-Oligo
297623194309102579800812002926203891595,30 Astro-Epen
311019929678883336446415381875003631952,31 OPC-Oligo
312428131217084014194032004806473980027,05 OB-IMN GABA
319690708172906829209159032210894262871,05 OB-IMN GABA
322483726119803971233861641765238930718,30 Astro-Epen
327681760933342836890174093384043827116,03 OB-CR Glut
329232677699812326469342731114180429534,05 OB-IMN GABA
329421606545830159447905914046755868489,05 OB-IMN GABA
330617856581457771178535944143390579275,05 OB-IMN GABA
331316776425758280198739628777553964737,05 OB-IMN GABA
35916178340259083628995230843578614137,32 OEC
36092150416874514830834997771068383921,05 OB-IMN GABA
37534877586739769446214236828419438227,03 OB-CR Glut
39283613572173943218322354163171742558,05 OB-IMN GABA
44210619927525057850968879747624588622,30 Astro-Epen
57300469301247985710738232797292406419,33 Vascular
57558133883480152094251488246484438403,05 OB-IMN GABA
65711038834057278346293823753580886571,05 OB-IMN GABA
67212629612887798065004573329571984344,05 OB-IMN GABA
67876098427239187826348231834467844691,02 NP-CT-L6b Glut
71369124452490402593814926595162304639,05 OB-IMN GABA
72846148798235281796389708798022211891,30 Astro-Epen
75208124288095735099041833149771046739,33 Vascular
7901635262277479552999645392172151118,32 OEC
87358267103414359203304903204588026064,33 Vascular
98683136606991452131191570682349316520,05 OB-IMN GABA
100378777301303653974369343959005137592,33 Vascular
111345492924760581692683666617574103729,05 OB-IMN GABA
116538525851529830859405413716725723777,05 OB-IMN GABA
120609495406171225757809427817498301271,05 OB-IMN GABA
122065115224820955784265956814917277932,33 Vascular
13817041568500952980788397457512129866,05 OB-IMN GABA
145624997332695758264643454321447162115,34 Immune
149462639248472056886697396889361091999,33 Vascular
153626900873102590071714604656516071157,34 Immune
154981829516134815909844556935557557576,32 OEC
157273272326935085578880896181369351490,03 OB-CR Glut
175268557982770887375909276173355456675,33 Vascular
178230116386624287459751574825906769949,05 OB-IMN GABA
179451750243205034880883819684559538806,33 Vascular
195539181237847636554410518908068005583,32 OEC
195626253392505236597144938437010092463,32 OEC
196691870675187208705830049688959912631,33 Vascular
203478441840799695607510912150032777823,32 OEC
209660655561352956504259384629343400379,05 OB-IMN GABA
212772438893505184249190916017315589892,33 Vascular
21348175521054308237329439998788275265,32 OEC
217411113363156228811014592631116802391,33 Vascular
218862997241740230630709063192838908095,05 OB-IMN GABA
222780362346774358947485106970127012825,05 OB-IMN GABA
231816245728146384745556003043412969891,05 OB-IMN GABA
232112428905641115289924697810844801562,34 Immune
233299299030025244299919656368969015647,03 OB-CR Glut
24497362676184846814207793912461707224,30 Astro-Epen
24549889984524316937029554150978882969,33 Vascular
24680469193158887184164905164089422277,30 Astro-Epen
252902446144116360870836914601626549264,30 Astro-Epen
25608754290976915029409314691146232908,30 Astro-Epen
267246810926129847022658439188868237627,33 Vascular
273080317109254632629057092397956526766,33 Vascular
275049598644656402715656113535340523394,03 OB-CR Glut
276517824989143110661862390531802671255,30 Astro-Epen
277686150964087358105402185892153911259,05 OB-IMN GABA
278936015168574762347943524124855240079,30 Astro-Epen
280084986630399349933748087011619112716,05 OB-IMN GABA
282227125304369249484441788398561342613,33 Vascular
28591632521572360777206182594290447269,33 Vascular
290574252662216247188968784938484982351,05 OB-IMN GABA
290756337646635946816548241374029438383,32 OEC
291679911211769587185768796262265948263,33 Vascular
296500213293373792350146280107950890804,03 OB-CR Glut
297668032393084715477865871202576989880,05 OB-IMN GABA
301948856453115476362834936813015925707,05 OB-IMN GABA
306325033084830162783330237849306894183,05 OB-IMN GABA
313195611815057211308113123727773248163,05 OB-IMN GABA
315437202544479847442525145398131762384,33 Vascular
31562677871108329579299028566227360976,33 Vascular
319936230698207768919923386156019192620,05 OB-IMN GABA
325794457305458401049606146331785681548,05 OB-IMN GABA
332313236326493921112008396546177229676,33 Vascular
338387377407688470200438036750046227547,05 OB-IMN GABA
339260268973964969316542790423436005928,33 Vascular
339817593506345040888970369144066411421,34 Immune
34104196973586372285230508307800359806,33 Vascular
48140578017059730340996397968850214581,31 OPC-Oligo
48589952717381503602826110073879575584,33 Vascular
49910898106956785394446624569103669001,33 Vascular
51118200108681370009287814462625042506,32 OEC
52254015369690950900925899069267398612,33 Vascular
53922397696924842186266547708095580641,32 OEC
54862409990150773875223409128127947951,33 Vascular
5894593500321822736451800541690840238,05 OB-IMN GABA
59464508113215715046945016375783224621,32 OEC
61553033664850635755111632008214049502,32 OEC
61634591555825376655622032716301481505,05 OB-IMN GABA
63275527484731659527117669799408141385,05 OB-IMN GABA
63523672254368469451799397183314054775,33 Vascular
65550874250966902534939016521474255897,05 OB-IMN GABA
65788014507443106563371726952340060572,32 OEC
71229842012216110558866804644346491452,03 OB-CR Glut
72611605343308106763789120408599830788,03 OB-CR Glut
73561449262241377435456107493356509774,03 OB-CR Glut
74847584183394178257001942567900499756,30 Astro-Epen
78049571477673496645641170080371496834,05 OB-IMN GABA
82817104920665327720530540666403084363,34 Immune
90022056555710983097362805321636244541,30 Astro-Epen
99055207942216608825742826688756025883,03 OB-CR Glut
9994678845567457538265083242163746573,33 Vascular
100868003525241550400943267164111062876,33 Vascular
103296223922619678721643724028050439203,05 OB-IMN GABA
108029214911723714172876714611721486843,33 Vascular
108397459028898842695363335728788207840,05 OB-IMN GABA
111945340844119578525109285349911926119,33 Vascular
123959547560581907574264874839973645404,03 OB-CR Glut
130435186639592096395463445628457343375,33 Vascular
131299374193396931545081604325763399249,03 OB-CR Glut
138823597200797314973681092631570529525,32 OEC
165801258762510245129005597768417662071,30 Astro-Epen
170763417740856582561675718979410514289,03 OB-CR Glut
175331509603142278834426693029089256016,05 OB-IMN GABA
175505745632396083885178023104650099321,05 OB-IMN GABA
177389614304711113324768595579000133997,05 OB-IMN GABA
179485781017949750675703253886903287479,33 Vascular
180231030185787907913396275099773377725,03 OB-CR Glut
187057035691097096374418889030376872754,32 OEC
191772004513248989306156972129970776998,05 OB-IMN GABA
193525580624475875577768843538153109183,05 OB-IMN GABA
195821018078910003069930066052913444927,05 OB-IMN GABA
205080861691494604890925340491740747377,09 CNU-LGE GABA
205572832192476231336644625236270394319,32 OEC
213365892624052478763514344020260531711,33 Vascular
219324202478442418563733230972097169605,33 Vascular
220794912371096016553278387739529729359,05 OB-IMN GABA
225487343077501343553761519596753561529,05 OB-IMN GABA
230187189828567181949255484002962122554,05 OB-IMN GABA
234166249773476169326448085848490605162,30 Astro-Epen
244408207778738131478456370584224169972,33 Vascular
248489105170947731777106404772277947340,33 Vascular
253451135326881643922126999700557508211,05 OB-IMN GABA
263805906592259804701144516856118288266,05 OB-IMN GABA
264194492476070507961701681205026307225,05 OB-IMN GABA
276764894542319923591076915081197197562,05 OB-IMN GABA
279283741164375382208220482239559000456,33 Vascular
286248882602656707865967539691328285733,03 OB-CR Glut
294222727940430705900118256860484531760,05 OB-IMN GABA
297573224235748946187960197380312154526,05 OB-IMN GABA
301212942904676275109737964381848654980,05 OB-IMN GABA
303198142670152812851401966288177667974,05 OB-IMN GABA
306528497490217487286934850391332927804,32 OEC
306906324195981722136263384654992236156,03 OB-CR Glut
307141997353886560491839728607962125090,33 Vascular
307774369638793613945419144024615579692,05 OB-IMN GABA
308252194884277925413443499943641825604,03 OB-CR Glut
320426848306909231172132121508297547668,32 OEC
324006312775319061300008639763836351727,34 Immune
328157523369700380090944629428817132992,03 OB-CR Glut
330972683559369066112329268809234817180,05 OB-IMN GABA
331114456266010523039014652468704891277,34 Immune
338696853646410833588711709477604984254,05 OB-IMN GABA
34774403130569349406486233955775328084,05 OB-IMN GABA
36633666384915004865259394633463106997,05 OB-IMN GABA
40550341475498494210562273538137888601,30 Astro-Epen
42220587812567244296891328323336082435,05 OB-IMN GABA
4611703172046646549743869984243493291,30 Astro-Epen
47658041483596898637022605330119984267,05 OB-IMN GABA
50949879318645792613959275837192270383,34 Immune
60972628694690387717122818417486403934,05 OB-IMN GABA
64900643054828304772960007288873347821,33 Vascular
67329664899689516360576475674255489373,03 OB-CR Glut
74750691041511098766982544405945553208,33 Vascular
78836083722343973965812833995880710543,05 OB-IMN GABA
90647344637766708534408985876938103982,05 OB-IMN GABA
91013343504008985521411348947235558086,05 OB-IMN GABA
92619765839043817320608091008471595563,33 Vascular
92813135473819650830067589296642542771,33 Vascular
94153033671554485013375792755231045622,33 Vascular
98041128503843375890061819491127481391,33 Vascular
98509361061199406420655192410370513280,33 Vascular
10927270115703820576429952762614704250,05 OB-IMN GABA
118019670690237492856749341375171937017,33 Vascular
119901654506079450654525629923021728054,03 OB-CR Glut
162411076306329667448749067818364347011,05 OB-IMN GABA
17314541737351394519183814223388352415,05 OB-IMN GABA
186998818937092973066169487589796901753,05 OB-IMN GABA
193384083148382023326368417681687073563,05 OB-IMN GABA
199829886890490673191935713586658516112,05 OB-IMN GABA
215935245983370680285869734384944130047,05 OB-IMN GABA
218004614684795937642952863297568081107,05 OB-IMN GABA
240585477426718112868505723945756156145,03 OB-CR Glut
27181123799247545526262033679514802284,33 Vascular
278884575965773932156004286128392771864,33 Vascular
293115716266643055782350836244118771217,05 OB-IMN GABA
296999076664216562788795141383734007844,34 Immune
305177430867004772470747643538672801230,05 OB-IMN GABA
316300387742663174546097527019594043382,33 Vascular
330238930633094958426914777246576996344,05 OB-IMN GABA
333241691785739534650547533279535298762,33 Vascular
43491589601688172449503684569436771213,33 Vascular
45028821930026196652108428485629816194,33 Vascular
65510014172216182277116738662138947599,03 OB-CR Glut
69707859965797744031460053795455994165,33 Vascular
119462026682045162035282863214573249927,33 Vascular
14183179548024296295916908689114226758,33 Vascular
178580315135553985044402264241911057425,05 OB-IMN GABA
254991047005003069925912884352803155425,05 OB-IMN GABA
275590981657584865091624611439078117723,33 Vascular
330815843349956255986121847763750409025,34 Immune
333366701900445755248841270906745374241,33 Vascular
339827463504260975490864575509130201966,05 OB-IMN GABA
